Climatelab code,Lat,Long,Start,End,Equipment,Type,Shelter
3579-1-MS-0,-35.7233,143.9192,18 Jan 2000,15 Jan 2001,MiG (Max),Dobbie (Unknown),Small Stevenson
3579-1-MS-1,-35.7233,143.9192,15 Jan 2001,11 Jul 2001,MiG (Max),Dobbie (20801),Small Stevenson
3579-2-MS-0,-35.7236,143.9197,11 Jul 2001,16 May 2002,MiG (Max),Dobbie (20801),Small Stevenson
3579-2-MS-1,-35.7236,143.9197,16 May 2002,11 Feb 2008,MiG (Max),Dobbie (20882),Small Stevenson
3579-2-MS-2,-35.7236,143.9197,11 Feb 2008,Still active*,MiG (Max),WIKA (27718),Small Stevenson

3579-0-DS-0,-35.7353,143.9197,01 Jan 1903,18 Jan 2000,DB: MiG,Dobbie (12518),Small Stevenson
3579-1-DS-0,-35.7233,143.9192,18 Jan 2000,11 Jul 2001,DB: MiG,Dobbie (12518),Small Stevenson
3579-2-DS-0,-35.7236,143.9197,11 Jul 2001,Still active*,DB: MiG,Dobbie (12518),Small Stevenson

080043: Numurkah Post Office,-36.1000,145.4500,Feb 1908,Jun 1977
NO METADATA AVAILABLE

080049: Rochester,-36.3612,144.7110,Dec 1940,Jul 1975
3561-0-AX-0,-36.3628,144.7094,12 Nov 1940,31 Jul 1975,AiG (Min),Unknown (Unknown),

3561-0-MX-0,-36.3628,144.7094,12 Nov 1940,31 Jul 1975,MiG (Max),Unknown (Unknown),

3561-0-DX-0,-36.3628,144.7094,12 Nov 1940,31 Jul 1975,DB: MiG,Unknown (Unknown),

080091: Kyabram,-36.3350,145.0638,Jan 1965,May 2019
3620-0-AX-0,-36.33502,145.06383,01 Jan 1965,04 Apr 2001,AiG (Min),Dobbie (4427),
3620-0-AX-1,-36.33502,145.06383,18 Oct 2000,04 Apr 2001,AiG (Min),Dobbie (19623),

3620-0-MX-0,-36.33502,145.06383,01 Jan 1965,04 Apr 2001,MiG (Max),Dobbie (M0496),
3620-0-MX-1,-36.33502,145.06383,18 Oct 2000,04 Apr 2001,MiG (Max),Dobbie (15405),

3620-0-PX-0,-36.33502,145.06383,16 Dec 1998,Still active*,Probe,Rosemount (356),

3620-0-TX-0,-36.33502,145.06383,01 Jan 1965,26 May 1997,Thermograph,Daily (Unknown),

3620-0-DX-0,-36.33502,145.06383,01 Jan 1965,04 Apr 2001,DB: MiG,Dobbie (15801),

080092: Wyuna,-36.2000,145.0000,Jan 1913,Dec 1918
NO METADATA AVAILABLE

080099: Serpentine Loddon Valley H'Way,-36.4093,143.9752,Apr 1969,Sep 1971
NO METADATA AVAILABLE

080101: Numurkah,-36.1015,145.4401,Jul 1977,Apr 1992
3636-0-AX-0,-36.09179,145.45311,29 Jun 1977,30 Apr 1992,AiG (Min),Unknown (Unknown),

3636-0-MX-0,-36.09179,145.45311,29 Jun 1977,30 Apr 1992,MiG (Max),Unknown (Unknown),

3636-0-DX-0,-36.09179,145.45311,29 Jun 1977,30 Apr 1992,DB: MiG,Unknown (Unknown),

080128: Charlton,-36.2847,143.3341,Jul 2004,May 2019
3525-0-PX-0,-36.28466,143.3341,14 Jul 2004,Still active*,Probe,Rosemount ST2401 (0800),

081000: Avoca (Post Office),-37.0887,143.4747,Jan 1965,Aug 1975
3467-0-AX-0,-37.09,143.4731,01 Jan 1900,30 Sep 1975,AiG (Min),Unknown (Unknown),

3467-0-MX-0,-37.09,143.4731,01 Jan 1900,30 Sep 1975,MiG (Max),Unknown (Unknown),

3467-0-DX-0,-37.09,143.4731,01 Jan 1900,30 Sep 1975,DB: MiG,Unknown (Unknown),

081003: Bendigo Prison,-36.7533,144.2825,Jan 1957,Oct 1991
3550-0-AX-0,-36.7533,144.2825,01 Jan 1863,28 Oct 1991,AiG (Min),Unknown (Unknown),

3550-0-MX-0,-36.7533,144.2825,01 Jan 1863,28 Oct 1991,MiG (Max),Unknown (Unknown),

3550-0-DX-0,-36.7533,144.2825,01 Jan 1863,28 Oct 1991,DB: MiG,Unknown (Unknown),

081013: Dookie Agricultural College,-36.3717,145.7048,Jan 1965,Oct 1975
3647-0-AX-0,-36.3717,145.7036,09 Sep 1880,22 Jan 1976,AiG (Min),Unknown (Unknown),

3647-0-MX-0,-36.3717,145.7036,09 Sep 1880,22 Jan 1976,MiG (Max),Unknown (Unknown),

3647-0-TX-0,-36.3717,145.7036,01 May 1961,22 Jan 1976,Thermograph,Daily (Unknown),

081044: Goulburn River @ Shepparton,-36.3783,145.4192,Jan 1965,Jun 1972
3630-0-AX-0,-36.3783,145.4192,14 Mar 1901,30 Jun 1972,AiG (Min),Unknown (Unknown),

3630-0-MX-0,-36.3783,145.4192,14 Mar 1901,30 Jun 1972,MiG (Max),Unknown (Unknown),

3630-0-DX-0,-36.3783,145.4192,14 Mar 1901,30 Jun 1972,DB: MiG,Unknown (Unknown),

081049: Tatura Inst Sustainable Ag,-36.4378,145.2672,Jan 1965,May 2019
3614-0-AX-0,-36.4378,145.2672,01 Jan 1942,06 Apr 2001,AiG (Min),Dobbie (M1532),

3614-0-MX-0,-36.4378,145.2672,01 Jan 1942,06 Apr 2001,MiG (Max),Dobbie (CBM3419),

3614-0-PX-0,-36.4378,145.2672,15 Oct 1998,Still active*,Probe,Rosemount (364),

3614-0-TX-0,-36.4378,145.2672,01 Jan 1946,23 Aug 1994,Thermograph,Daily (Unknown),

3614-0-DX-0,-36.4378,145.2672,01 Jan 1942,06 Apr 2001,DB: MiG,Dobbie (2487),

081057: Yarrawonga Post Office,-36.0281,146.0044,Jan 1965,Sep 1975
3730-0-AX-0,-36.0281,146.0044,01 Jan 1903,30 Sep 1975,AiG (Min),Unknown (Unknown),

3730-0-MX-0,-36.0281,146.0044,01 Jan 1903,30 Sep 1975,MiG (Max),Unknown (Unknown),

3730-0-DX-0,-36.0281,146.0044,01 Jan 1903,30 Sep 1975,DB: MiG,Unknown (Unknown),

081084: Lemnos (Campbells Soup),-36.3608,145.4594,Jan 1965,Jan 1996
3630-1-AX-0,-36.3608,145.4594,13 Jun 1962,31 Jan 1996,AiG (Min),Unknown (Unknown),

3630-1-MX-0,-36.3608,145.4594,13 Jun 1962,31 Jan 1996,MiG (Max),Unknown (Unknown),

3630-1-DX-0,-36.3608,145.4594,13 Jun 1962,31 Jan 1996,DB: MiG,Unknown (Unknown),

081115: Wanalta Daen Station,-36.6284,144.8727,Aug 1974,Jun 1984
3559-0-AX-0,-36.62837,144.8726,01 Jul 1974,30 Jun 1984,AiG (Min),Unknown (Unknown),

3559-0-MX-0,-36.62837,144.8726,01 Jul 1974,30 Jun 1984,MiG (Max),Unknown (Unknown),

3559-0-DX-0,-36.62837,144.8726,01 Jul 1974,30 Jun 1984,DB: MiG,Unknown (Unknown),

081123: Bendigo Airport,-36.7411,144.3275,Nov 1991,May 2019
3550-1-PX-0,-36.73945,144.32657,20 May 1993,28 Aug 2008,Probe,Unknown (NONE),
3550-1-PX-1,-36.73945,144.32657,28 Aug 2008,16 May 2017,Probe,Rosemount ST2401 (714),
3550-2-PX-0,-36.7411,144.3275,16 May 2017,Still active*,Probe,Rosemount ST2401 (714),

081124: Yarrawonga,-36.0294,146.0305,May 1993,May 2019
3730-1-AX-0,-36.0242,145.9858,25 May 1993,09 Nov 2000,AiG (Min),Dobbie (M1598),
3730-2-AX-0,-36.0286,146.0258,09 Nov 2000,11 Jul 2002,AiG (Min),Dobbie (M1598),

3730-1-MX-0,-36.0242,145.9858,25 May 1993,09 Nov 2000,MiG (Max),Dobbie (M2471),
3730-2-MX-0,-36.0286,146.0258,09 Nov 2000,11 Jul 2002,MiG (Max),Dobbie (M2471),

3730-3-PX-0,-36.02937,146.03052,11 Jul 2002,Still active*,Probe,Rosemount (310),

3730-1-DX-0,-36.0242,145.9858,25 May 1993,09 Nov 2000,DB: MiG,Dobbie (2890),
3730-2-DX-0,-36.0286,146.0258,09 Nov 2000,11 Jul 2002,DB: MiG,Dobbie (2890),

081125: Shepparton Airport,-36.4288,145.3949,Jul 1996,May 2019
3630-2-PX-0,-36.42878,145.39487,23 May 1996,Still active*,Probe,Rosemount (168),

082001: Beechworth Composite,-36.3702,146.7132,Jan 1908,Jun 1986
3747-0-AX-0,-36.37021,146.71315,04 Jan 1876,18 Nov 1986,AiG (Min),Unknown (Unknown),

3747-0-MX-0,-36.37021,146.71315,04 Jan 1876,18 Nov 1986,MiG (Max),Unknown (Unknown),

3747-0-DX-0,-36.37021,146.71315,04 Jan 1876,18 Nov 1986,DB: MiG,Unknown (Unknown),

082002: Benalla (Shadforth Street),-36.5483,145.9703,Jan 1903,Oct 2006
3672-0-AX-0,-36.5483,145.9703,01 Jan 1903,20 Dec 2000,AiG (Min),Dobbie (13314),
3672-0-AX-1,-36.5483,145.9703,20 Dec 2000,01 Nov 2006,AiG (Min),Dobbie (13314),

3672-0-MX-0,-36.5483,145.9703,01 Jan 1903,02 Oct 2001,MiG (Max),Dobbie (M2394),
3672-0-MX-1,-36.5483,145.9703,02 Oct 2001,01 Nov 2006,MiG (Max),Dobbie (14734),

3672-0-DX-0,-36.5483,145.9703,01 Jan 1903,01 Nov 2006,DB: MiG,Dobbie (M1946),

082011: Corryong (Parish Lane),-36.2003,147.8956,Feb 1972,Mar 2006
3708-0-AX-0,-36.2003,147.8956,21 Feb 1972,28 Feb 2002,AiG (Min),Dobbie (2565),
3708-0-AX-1,-36.2003,147.8956,28 Feb 2002,17 Apr 2005,AiG (Min),Dobbie (19438),
3708-0-AX-2,-36.2003,147.8956,17 Apr 2005,18 Apr 2005,AiG (Min),Dobbie (25972),
3708-0-AX-3,-36.2003,147.8956,18 Apr 2005,08 Mar 2006,AiG (Min),Dobbie (19438),

3708-0-MX-0,-36.2003,147.8956,21 Feb 1972,08 Mar 2006,MiG (Max),Dobbie (4645),

3708-0-DX-0,-36.2003,147.8956,21 Feb 1972,08 Mar 2006,DB: MiG,Dobbie (12851),

082016: Euroa,-36.7545,145.5727,Aug 1909,Feb 1976
3666-0-AX-0,-36.7514,145.57,01 Jan 1909,09 Nov 1967,AiG (Min),Unknown (Unknown),
3666-1-AX-0,-36.7639,145.5497,09 Nov 1967,26 Feb 1976,AiG (Min),Unknown (Unknown),

3666-0-MX-0,-36.7514,145.57,01 Jan 1909,09 Nov 1967,MiG (Max),Unknown (Unknown),
3666-1-MX-0,-36.7639,145.5497,09 Nov 1967,26 Feb 1976,MiG (Max),Unknown (Unknown),

3666-0-DX-0,-36.7514,145.57,01 Jan 1909,09 Nov 1967,DB: MiG,Unknown (Unknown),
3666-1-DX-0,-36.7639,145.5497,09 Nov 1967,26 Feb 1976,DB: MiG,Unknown (Unknown),

082034: Myrtleford Post Office,-36.5667,146.7333,Oct 1927,Feb 1969
NO METADATA AVAILABLE

082038: Rutherglen Post Office,-36.0550,146.4783,Jan 1903,Jun 1925
NO METADATA AVAILABLE

082039: Rutherglen Research,-36.1048,146.5094,Nov 1912,May 2019
3685-0-AS-0,-36.10484,146.50938,01 Jan 1913,29 Jan 1998,AiG (Min),Unknown (Unknown),Small Stevenson

3685-0-MS-0,-36.10484,146.50938,01 Jan 1913,29 Jan 1998,MiG (Max),Unknown (Unknown),Small Stevenson

3685-0-PS-0,-36.10484,146.50938,29 Jan 1998,Still active*,Probe,Rosemount (308),Small Stevenson

3685-0-DS-0,-36.10484,146.50938,01 Jan 1913,29 Jan 1998,DB: MiG,Unknown (Unknown),Small Stevenson

082042: Strathbogie,-36.8472,145.7308,Jan 1974,May 2019
3715-0-AX-0,-36.8472,145.7308,01 Jan 1974,12 Oct 2004,AiG (Min),Dobbie (13333),
3715-0-AX-1,-36.8472,145.7308,12 Oct 2004,17 Nov 2004,AiG (Min),Dobbie (M1693),
3715-0-AX-2,-36.8472,145.7308,17 Nov 2004,20 Nov 2004,AiG (Min),Dobbie (24223),
3715-0-AX-3,-36.8472,145.7308,20 Nov 2004,27 Jul 2006,AiG (Min),Dobbie (25906),
3715-0-AX-4,-36.8472,145.7308,27 Jul 2006,27 May 2008,AiG (Min),Dobbie (43037),
3715-0-AX-5,-36.8472,145.7308,27 May 2008,Still active*,AiG (Min),WIKA (29022),

3715-0-MX-0,-36.8472,145.7308,01 Jan 1974,29 May 2003,MiG (Max),Dobbie (14731),
3715-0-MX-1,-36.8472,145.7308,29 May 2003,13 Feb 2004,MiG (Max),Dobbie (17446),
3715-0-MX-2,-36.8472,145.7308,13 Feb 2004,21 Sep 2009,MiG (Max),Dobbie (23858),
3715-0-MX-3,-36.8472,145.7308,21 Sep 2009,16 Feb 2018,MiG (Max),WIKA (27716),
3715-0-MX-4,-36.8472,145.7308,16 Feb 2018,Still active*,MiG (Max),Dobbie (14798),

3715-0-DX-0,-36.8472,145.7308,01 Jan 1974,Still active*,DB: MiG,Dobbie (CBM3310),

082050: Wahgunyah Nursery,-36.0000,146.4000,Jan 1925,Oct 1932
NO METADATA AVAILABLE

082052: Walwa,-35.9645,147.7374,Jan 1912,Mar 1918
NO METADATA AVAILABLE

082053: Wangaratta,-36.3667,146.3000,Jan 1901,May 1987
NO METADATA AVAILABLE

082056: Wodonga,-36.1180,146.9061,Mar 1954,May 1968
NO METADATA AVAILABLE

082059: Stanley State Forest,-36.4167,146.7667,Nov 1952,Jun 1966
NO METADATA AVAILABLE

082066: Corryong Forestry,-36.2000,147.9000,Dec 1953,Jan 1972
NO METADATA AVAILABLE

082068: Mitta Mitta,-36.5293,147.3749,Oct 1953,Feb 1972
3701-0-AX-0,-36.52925,147.37488,28 Oct 1953,17 Feb 1972,AiG (Min),Unknown (Unknown),

3701-0-MX-0,-36.52925,147.37488,28 Oct 1953,17 Feb 1972,MiG (Max),Unknown (Unknown),

3701-0-DX-0,-36.52925,147.37488,28 Oct 1953,17 Feb 1972,DB: MiG,Unknown (Unknown),

082076: Dartmouth Reservoir,-36.5353,147.4984,Jan 1975,May 2019
3701-1-AX-0,-36.53525,147.49838,01 Jan 1975,14 Nov 2000,AiG (Min),Dobbie (13216),
3701-1-AX-1,-36.53525,147.49838,14 Nov 2000,04 Jun 2004,AiG (Min),Dobbie (13216),
3701-1-AX-2,-36.53525,147.49838,04 Jun 2004,23 Nov 2011,AiG (Min),Dobbie (24317),
3701-1-AX-3,-36.53525,147.49838,23 Nov 2011,11 Dec 2012,AiG (Min),Dobbie (CBM4825),
3701-1-AX-4,-36.53525,147.49838,11 Dec 2012,18 Feb 2014,AiG (Min),WIKA (32443),
3701-1-AX-5,-36.53525,147.49838,18 Feb 2014,23 Aug 2016,AiG (Min),Dobbie (CBM4825),
3701-1-AX-6,-36.53525,147.49838,23 Aug 2016,Still active*,AiG (Min),Dobbie (24317),

3701-1-MX-0,-36.53525,147.49838,01 Jan 1975,06 Nov 2000,MiG (Max),Dobbie (Unknown),
3701-1-MX-1,-36.53525,147.49838,06 Nov 2000,22 May 2003,MiG (Max),Dobbie (20630),
3701-1-MX-2,-36.53525,147.49838,22 May 2003,02 Jul 2003,MiG (Max),Dobbie (16624),
3701-1-MX-3,-36.53525,147.49838,02 Jul 2003,Still active*,MiG (Max),Dobbie (18826),

3701-1-DX-0,-36.53525,147.49838,01 Jan 1975,Still active*,DB: MiG,Dobbie (CBM3387),

082085: Rutherglen Viticulture College,-36.1000,146.5500,Jan 1903,May 1937
NO METADATA AVAILABLE

082092: Shelley,-36.1821,147.5515,Jan 1965,Jan 1972
3704-0-AX-0,-36.182109,147.5515,01 Jan 1965,31 Jan 1972,AiG (Min),Unknown (Unknown),

3704-0-MX-0,-36.182109,147.5515,01 Jan 1965,31 Jan 1972,MiG (Max),Unknown (Unknown),

3704-0-DX-0,-36.182109,147.5515,01 Jan 1965,31 Jan 1972,DB: MiG,Unknown (Unknown),

082100: Bonegilla,-36.1333,147.0000,Jun 1968,Jun 1986
NO METADATA AVAILABLE

082137: Beechworth Woolshed,-36.3192,146.6803,Nov 1986,Apr 2012
3747-1-AX-0,-36.3192,146.6803,27 Nov 1986,17 Dec 2001,AiG (Min),Dobbie (Unknown),
3747-1-AX-1,-36.3192,146.6803,17 Dec 2001,21 May 2003,AiG (Min),Dobbie (20434),
3747-1-AX-2,-36.3192,146.6803,21 May 2003,22 Mar 2007,AiG (Min),Dobbie (23172),
3747-1-AX-3,-36.3192,146.6803,22 Mar 2007,02 Feb 2008,AiG (Min),WIKA (25904),
3747-1-AX-4,-36.3192,146.6803,02 Feb 2008,15 Feb 2008,AiG (Min),WIKA (27657),
3747-1-AX-5,-36.3192,146.6803,15 Feb 2008,23 Nov 2011,AiG (Min),WIKA (29043),
3747-1-AX-6,-36.3192,146.6803,23 Nov 2011,01 May 2012,AiG (Min),Dobbie (25906),

3747-1-MX-0,-36.3192,146.6803,27 Nov 1986,01 May 2012,MiG (Max),Dobbie (CBM4720),

3747-1-DX-0,-36.3192,146.6803,27 Nov 1986,01 May 2012,DB: MiG,Dobbie (M1173),

082138: Wangaratta Aero,-36.4205,146.3056,May 1987,May 2019
3677-0-PX-0,-36.4205,146.3056,08 Sep 1995,15 Mar 1999,Probe,Rosemount (0102),
3677-0-PX-1,-36.4205,146.3056,15 Mar 1999,Still active*,Probe,Rosemount (NONE),

082139: Hunters Hill,-36.2136,147.5394,Apr 1993,May 2019
3704-1-PX-0,-36.2136,147.5394,01 Apr 1993,18 Aug 2010,Probe,Unknown (Unknown),
3704-1-PX-1,-36.2136,147.5394,18 Aug 2010,Still active*,Probe,Temp Control TCBMP01 (10342),

082169: Corryong Airport,-36.1826,147.8942,Mar 2006,May 2019
3708-1-AX-0,-36.18283,147.89383,09 Mar 2006,28 Nov 2008,AiG (Min),Dobbie (19438),
3708-1-AX-1,-36.18283,147.89383,28 Nov 2008,15 Oct 2009,AiG (Min),Dobbie (27611),
3708-1-AX-2,-36.18283,147.89383,15 Oct 2009,21 Feb 2017,AiG (Min),Dobbie (19438),
3708-2-AX-0,-36.1825673,147.89424,21 Feb 2017,Still active*,AiG (Min),Dobbie (19438),

3708-1-MX-0,-36.18283,147.89383,09 Mar 2006,21 Feb 2017,MiG (Max),Dobbie (CBM4645),
3708-2-MX-0,-36.1825673,147.89424,21 Feb 2017,Still active*,MiG (Max),Dobbie (CBM4645),

3708-1-DX-0,-36.18283,147.89383,09 Mar 2006,21 Feb 2017,DB: MiG,Dobbie (12851),
3708-2-DX-0,-36.1825673,147.89424,21 Feb 2017,Still active*,DB: MiG,Dobbie (12851),

082170: Benalla Airport,-36.5523,145.9977,Nov 2006,May 2019
3672-1-AX-0,-36.55225,145.99767,02 Nov 2006,25 Nov 2011,AiG (Min),Dobbie (29047),
3672-1-AX-1,-36.55225,145.99767,25 Nov 2011,Still active*,AiG (Min),WIKA (43087),

3672-1-MX-0,-36.55225,145.99767,02 Nov 2006,20 Feb 2008,MiG (Max),Dobbie (14734),
3672-1-MX-1,-36.55225,145.99767,20 Feb 2008,Still active*,MiG (Max),Dobbie (20878),

3672-1-DX-0,-36.55225,145.99767,02 Nov 2006,Still active*,DB: MiG,Dobbie (M1946),

083004: Bogong,-36.8056,147.2239,Aug 1938,Sep 1975
NO METADATA AVAILABLE

083014: Hotham Heights,-36.9833,147.1500,Jan 1927,Dec 1972
NO METADATA AVAILABLE

083020: Mansfield 2,-37.0500,146.0833,May 1883,Jan 1901
NO METADATA AVAILABLE

083023: Mount Beauty,-36.7450,147.1633,Jan 1948,Jan 1994
3698-0-AX-0,-36.745,147.1633,01 Jan 1948,01 Feb 1994,AiG (Min),Unknown (Unknown),

3698-0-MX-0,-36.745,147.1633,01 Jan 1948,01 Feb 1994,MiG (Max),Unknown (Unknown),

3698-0-DX-0,-36.745,147.1633,01 Jan 1948,01 Feb 1994,DB: MiG,Unknown (Unknown),

083024: Mount Buller,-37.1450,146.4394,Mar 1985,May 2019
3722-0-PX-0,-37.145,146.4394,17 May 1991,14 Dec 1998,Probe,Unknown (Unknown),
3722-0-PX-1,-37.145,146.4394,24 Jul 1997,14 Dec 1998,Probe,Unknown (Unknown),
3722-0-PX-2,-37.145,146.4394,14 Dec 1998,30 Jul 1999,Probe,Unknown (Unknown),
3722-0-PX-3,-37.145,146.4394,29 Apr 1999,30 Jul 1999,Probe,Unknown (Unknown),
3722-0-PX-4,-37.145,146.4394,01 Mar 2001,05 Sep 2005,Probe,Rosemount (0034),
3722-0-PX-5,-37.145,146.4394,05 Sep 2005,Unclear,Probe,Rosemount (143),
3722-0-PX-6,-37.145,146.4394,11 Oct 2006,06 Jun 2007,Probe,Rosemount ST2401 (DUMMY),
3722-0-PX-7,-37.145,146.4394,06 Jun 2007,27 Jul 2007,Probe,Temp Control TCBMP01 (10228),
3722-0-PX-8,-37.145,146.4394,27 Jul 2007,22 Jan 2009,Probe,Rosemount ST2401 (0654),
3722-0-PX-9,-37.145,146.4394,22 Jan 2009,06 Jul 2010,Probe,WIKA TR40 (58336-7),
3722-0-PX-10,-37.145,146.4394,06 Jul 2010,23 Nov 2011,Probe,Rosemount ST2401 (0406),
3722-0-PX-11,-37.145,146.4394,23 Nov 2011,Still active*,Probe,Temp Control TCBMP01 (10118),

083025: Omeo Comparison,-37.1011,147.5980,Jan 1879,Dec 2009
3898-0-AX-0,-37.10113,147.59798,01 Apr 1879,13 Nov 2000,AiG (Min),Dobbie (M0145),
3898-0-AX-1,-37.10113,147.59798,13 Nov 2000,14 Feb 2001,AiG (Min),Dobbie (19046),
3898-0-AX-2,-37.10113,147.59798,14 Feb 2001,17 Aug 2005,AiG (Min),Dobbie (M0145),
3898-0-AX-3,-37.10113,147.59798,17 Aug 2005,01 Jan 2010,AiG (Min),Dobbie (25954),

3898-0-MX-0,-37.10113,147.59798,01 Apr 1879,18 Dec 2000,MiG (Max),Dobbie (M5904),
3898-0-MX-1,-37.10113,147.59798,18 Dec 2000,13 Feb 2001,MiG (Max),Dobbie (20616),
3898-0-MX-2,-37.10113,147.59798,13 Feb 2001,01 Jan 2010,MiG (Max),Dobbie (20632),

3898-0-TX-0,-37.10113,147.59798,01 Jan 1938,17 Jun 1981,Thermograph,Daily (Unknown),

3898-0-DX-0,-37.10113,147.59798,01 Apr 1879,17 Aug 2005,DB: MiG,Dobbie (3875),
3898-0-DX-1,-37.10113,147.59798,17 Aug 2005,01 Jan 2010,DB: MiG,Dobbie (20254),

083033: Woods Point,-37.5695,146.2543,Aug 1950,Sep 1969
NO METADATA AVAILABLE

083037: Falls Creek Sec,-36.8633,147.2794,Apr 1974,Sep 1990
3699-0-AX-0,-36.8633,147.2794,01 Apr 1947,10 Sep 1990,AiG (Min),Unknown (Unknown),

3699-0-MX-0,-36.8633,147.2794,01 Apr 1947,10 Sep 1990,MiG (Max),Unknown (Unknown),

3699-0-DX-0,-36.8633,147.2794,01 Apr 1947,10 Sep 1990,DB: MiG,Unknown (Unknown),

083067: Bright,-36.7313,146.9614,Jun 1969,Dec 1994
3744-0-AX-0,-36.73125,146.96138,17 Jun 1969,25 Jan 1995,AiG (Min),Unknown (Unknown),

3744-0-MX-0,-36.73125,146.96138,17 Jun 1969,25 Jan 1995,MiG (Max),Unknown (Unknown),

3744-0-DX-0,-36.73125,146.96138,17 Jun 1969,25 Jan 1995,DB: MiG,Unknown (Unknown),

083071: Falls Creek,-36.8667,147.2833,Jul 1970,Sep 1970
NO METADATA AVAILABLE

083073: Mount Buffalo Chalet,-36.7220,146.8189,Sep 1910,Apr 1980
3740-0-AX-0,-36.72202,146.81886,06 Sep 1910,23 Apr 1980,AiG (Min),Unknown (Unknown),

3740-0-MX-0,-36.72202,146.81886,06 Sep 1910,23 Apr 1980,MiG (Max),Unknown (Unknown),

3740-0-DX-0,-36.72202,146.81886,06 Sep 1910,23 Apr 1980,DB: MiG,Unknown (Unknown),

083081: Mount Hotham,-36.9833,147.1478,Dec 1977,Jul 1990
3741-0-AX-0,-36.9833,147.1478,01 Dec 1977,01 Aug 1990,AiG (Min),Unknown (Unknown),

3741-0-MX-0,-36.9833,147.1478,01 Dec 1977,01 Aug 1990,MiG (Max),Unknown (Unknown),

3741-0-DX-0,-36.9833,147.1478,01 Dec 1977,01 Aug 1990,DB: MiG,Unknown (Unknown),

083083: Edi Upper,-36.7396,146.4671,Nov 1985,May 2019
3678-0-AX-0,-36.7396,146.46705,19 Nov 1985,13 Sep 2001,AiG (Min),Unknown (5023),
3678-0-AX-1,-36.7396,146.46705,13 Sep 2001,13 Sep 2002,AiG (Min),Dobbie (15698),
3678-0-AX-2,-36.7396,146.46705,13 Sep 2002,10 Mar 2005,AiG (Min),Dobbie (20707),
3678-0-AX-3,-36.7396,146.46705,10 Mar 2005,20 Jun 2005,AiG (Min),Dobbie (25921),
3678-0-AX-4,-36.7396,146.46705,20 Jun 2005,23 Oct 2006,AiG (Min),Dobbie (M1693),
3678-0-AX-5,-36.7396,146.46705,23 Oct 2006,21 Nov 2007,AiG (Min),Dobbie (43040),
3678-0-AX-6,-36.7396,146.46705,21 Nov 2007,22 Nov 2011,AiG (Min),WIKA (29045),
3678-0-AX-7,-36.7396,146.46705,22 Nov 2011,Still active*,AiG (Min),WIKA (31822),

3678-0-MX-0,-36.7396,146.46705,19 Nov 1985,Still active*,MiG (Max),Dobbie (4342),

3678-0-DX-0,-36.7396,146.46705,19 Nov 1985,Still active*,DB: MiG,Dobbie (CBM5740),

083084: Falls Creek,-36.8708,147.2755,Sep 1990,May 2019
3699-1-PX-0,-36.87078,147.27551,10 Sep 1990,Still active*,Probe,Unknown (NONE),

083085: Mount Hotham,-36.9772,147.1342,Aug 1990,May 2019
3741-1-PX-0,-36.9767,147.1342,01 Aug 1990,03 Feb 2011,Probe,Unknown (NONE),
3741-2-PX-0,-36.97721,147.13422,03 Feb 2011,19 Mar 2014,Probe,Unknown (NONE),
3741-2-PX-1,-36.97721,147.13422,19 Mar 2014,08 Jul 2015,Probe,Rosemount ST2401 (0718),
3741-2-PX-2,-36.97721,147.13422,08 Jul 2015,21 Jun 2019,Probe,Temp Control TCBMP01 (10261),
3741-2-PX-3,-36.97721,147.13422,21 Jun 2019,Still active*,Probe,Temp Control TCBMP01 (10279),

083090: Omeo,-37.1017,147.6008,Aug 2004,May 2019
3898-1-PX-0,-37.10167,147.6008,12 Aug 2004,Still active*,Probe,Rosemount (0811),

084016: Gabo Island Lighthouse,-37.5679,149.9158,Feb 1877,May 2019
3892-0-AX-0,-37.56786,149.91582,10 Jun 1859,01 Jan 1900,AiG (Min),Dobbie (4111),
3892-0-AS-0,-37.56786,149.91582,01 Jan 1900,27 Oct 2006,AiG (Min),Dobbie (4111),Small Stevenson
3892-0-AS-1,-37.56786,149.91582,27 Oct 2006,23 May 2007,AiG (Min),WIKA (27660),Small Stevenson
3892-0-AS-2,-37.56786,149.91582,23 May 2007,01 Sep 2007,AiG (Min),Dobbie (27598),Small Stevenson

3892-0-MX-0,-37.56786,149.91582,10 Jun 1859,01 Jan 1900,MiG (Max),Dobbie (Unknown),
3892-0-MS-0,-37.56786,149.91582,01 Jan 1900,12 Feb 2001,MiG (Max),Dobbie (Unknown),Small Stevenson
3892-0-MS-1,-37.56786,149.91582,12 Feb 2001,26 Jul 2007,MiG (Max),Dobbie (20576),Small Stevenson
3892-0-MS-2,-37.56786,149.91582,26 Jul 2007,01 Sep 2007,MiG (Max),WIKA (27778),Small Stevenson

3892-0-PS-0,-37.56786,149.91582,17 Aug 2007,29 Nov 2007,Probe,Temp Control TCBMP01 (10203),Small Stevenson
3892-0-PS-1,-37.56786,149.91582,29 Nov 2007,Still active*,Probe,Temp Control TCBMP01 (10202),Small Stevenson

3892-0-DX-0,-37.56786,149.91582,10 Jun 1859,01 Jan 1900,DB: MiG,Dobbie (4117),
